model,place,profile,leaf_mode,tier,test_id,run_idx,score,keystone_pass,keystone_score,grounding_pass,format_pass,honest_pass,usd,completion_tokens,visits,latency_s,json_valid_frac,run_id
tinyllama,local,fs0_structured,react,format,f01,4,0.6666666666666666,1,1.0,1,0,0,,539,0,,0.9473684210526315,bml__tinyllama__fs0_structured__format
tinyllama,local,fs0_structured,react,format,f02,1,0.0,0,0.0,0,0,0,,115,0,,0.9473684210526315,bml__tinyllama__fs0_structured__format
tinyllama,local,fs0_structured,react,format,f02,2,0.0,0,0.0,0,0,0,,568,2,,0.9473684210526315,bml__tinyllama__fs0_structured__format
tinyllama,local,fs0_structured,react,format,f02,3,0.0,0,0.0,0,0,0,,603,0,,0.9473684210526315,bml__tinyllama__fs0_structured__format
tinyllama,local,fs0_structured,react,format,f02,4,0.3333333333333333,1,1.0,0,0,1,,351,1,,0.9473684210526315,bml__tinyllama__fs0_structured__format
tinyllama,local,fs0_structured,react,format,f03,1,0.3333333333333333,1,1.0,0,0,1,,456,1,,0.9473684210526315,bml__tinyllama__fs0_structured__format
tinyllama,local,fs0_structured,react,format,f03,2,0.0,0,0.0,0,0,0,,255,0,,0.9473684210526315,bml__tinyllama__fs0_structured__format
tinyllama,local,fs0_structured,react,format,f03,3,0.0,0,0.0,0,0,0,,275,0,,0.9473684210526315,bml__tinyllama__fs0_structured__format
tinyllama,local,fs0_structured,react,format,f03,4,0.3333333333333333,1,1.0,0,0,0,,552,0,,0.9473684210526315,bml__tinyllama__fs0_structured__format
tinyllama,local,fs1_structured_strict,react,format,f01,1,0.3333333333333333,0,0.0,0,1,0,,803,1,,0.9807692307692307,bml__tinyllama__fs1_structured_strict__format
tinyllama,local,fs1_structured_strict,react,format,f01,2,1.0,1,1.0,1,1,0,,338,0,,0.9807692307692307,bml__tinyllama__fs1_structured_strict__format
tinyllama,local,fs1_structured_strict,react,format,f01,3,1.0,1,1.0,1,1,0,,516,0,,0.9807692307692307,bml__tinyllama__fs1_structured_strict__format
tinyllama,local,fs1_structured_strict,react,format,f01,4,1.0,1,1.0,1,1,0,,205,0,,0.9807692307692307,bml__tinyllama__fs1_structured_strict__format
tinyllama,local,fs1_structured_strict,react,format,f02,1,0.3333333333333333,0,0.0,0,1,0,,341,0,,0.9807692307692307,bml__tinyllama__fs1_structured_strict__format
tinyllama,local,fs1_structured_strict,react,format,f02,2,0.6666666666666666,1,1.0,0,1,0,,409,0,,0.9807692307692307,bml__tinyllama__fs1_structured_strict__format
tinyllama,local,fs1_structured_strict,react,format,f02,3,0.6666666666666666,1,1.0,0,1,0,,298,0,,0.9807692307692307,bml__tinyllama__fs1_structured_strict__format
tinyllama,local,fs1_structured_strict,react,format,f02,4,0.3333333333333333,0,0.0,0,1,0,,217,1,,0.9807692307692307,bml__tinyllama__fs1_structured_strict__format
tinyllama,local,fs1_structured_strict,react,format,f03,1,0.3333333333333333,0,0.0,0,1,0,,450,0,,0.9807692307692307,bml__tinyllama__fs1_structured_strict__format
tinyllama,local,fs1_structured_strict,react,format,f03,2,1.0,1,1.0,1,1,0,,339,0,,0.9807692307692307,bml__tinyllama__fs1_structured_strict__format
tinyllama,local,fs1_structured_strict,react,format,f03,3,0.6666666666666666,1,1.0,0,1,0,,113,0,,0.9807692307692307,bml__tinyllama__fs1_structured_strict__format
tinyllama,local,fs1_structured_strict,react,format,f03,4,0.6666666666666666,1,1.0,0,1,1,,951,1,,0.9807692307692307,bml__tinyllama__fs1_structured_strict__format
tinyllama,local,fs2_thin_assemble,thin,format,f01,1,0.3333333333333333,0,0.0,0,1,0,,736,1,,1.0,bml__tinyllama__fs2_thin_assemble__format
tinyllama,local,fs2_thin_assemble,thin,format,f01,2,1.0,1,1.0,1,1,1,,766,1,,1.0,bml__tinyllama__fs2_thin_assemble__format
tinyllama,local,fs2_thin_assemble,thin,format,f01,3,0.3333333333333333,0,0.0,0,1,0,,683,1,,1.0,bml__tinyllama__fs2_thin_assemble__format
tinyllama,local,fs2_thin_assemble,thin,format,f01,4,0.3333333333333333,0,0.0,0,1,0,,753,1,,1.0,bml__tinyllama__fs2_thin_assemble__format
tinyllama,local,fs2_thin_assemble,thin,format,f02,1,0.3333333333333333,0,0.0,0,1,0,,904,1,,1.0,bml__tinyllama__fs2_thin_assemble__format
tinyllama,local,fs2_thin_assemble,thin,format,f02,2,0.3333333333333333,0,0.0,0,1,0,,681,1,,1.0,bml__tinyllama__fs2_thin_assemble__format
tinyllama,local,fs2_thin_assemble,thin,format,f02,3,0.3333333333333333,0,0.0,0,1,0,,995,1,,1.0,bml__tinyllama__fs2_thin_assemble__format
tinyllama,local,fs2_thin_assemble,thin,format,f02,4,0.3333333333333333,0,0.0,0,1,0,,431,0,,1.0,bml__tinyllama__fs2_thin_assemble__format
tinyllama,local,fs2_thin_assemble,thin,format,f03,1,0.3333333333333333,0,0.0,0,1,0,,568,1,,1.0,bml__tinyllama__fs2_thin_assemble__format
tinyllama,local,fs2_thin_assemble,thin,format,f03,2,0.3333333333333333,0,0.0,0,1,0,,720,1,,1.0,bml__tinyllama__fs2_thin_assemble__format
tinyllama,local,fs2_thin_assemble,thin,format,f03,3,0.0,0,0.0,0,0,0,,322,0,,1.0,bml__tinyllama__fs2_thin_assemble__format
tinyllama,local,fs2_thin_assemble,thin,format,f03,4,0.0,0,0.0,0,0,0,,339,0,,1.0,bml__tinyllama__fs2_thin_assemble__format
tinyllama,local,m0_baseline,react,micro,m01,1,1.0,1,1.0,1,,0,,268,0,,0.967741935483871,bml__tinyllama__m0_baseline
tinyllama,local,m0_baseline,react,micro,m01,2,0.5,1,1.0,0,,1,,189,1,,0.967741935483871,bml__tinyllama__m0_baseline
tinyllama,local,m0_baseline,react,micro,m01,3,0.0,0,0.0,0,,0,,348,0,,0.967741935483871,bml__tinyllama__m0_baseline
tinyllama,local,m0_baseline,react,micro,m02,1,0.0,0,0.0,0,,0,,387,1,,0.967741935483871,bml__tinyllama__m0_baseline
tinyllama,local,m0_baseline,react,micro,m02,2,0.0,0,0.0,0,,0,,543,3,,0.967741935483871,bml__tinyllama__m0_baseline
tinyllama,local,m0_baseline,react,micro,m02,3,0.0,0,0.0,0,,0,,243,1,,0.967741935483871,bml__tinyllama__m0_baseline
tinyllama,local,m0_baseline,react,micro,m03,1,0.5,1,1.0,0,,0,,337,0,,0.967741935483871,bml__tinyllama__m0_baseline
tinyllama,local,m0_baseline,react,micro,m03,2,0.5,1,1.0,0,,1,,404,1,,0.967741935483871,bml__tinyllama__m0_baseline
tinyllama,local,m0_baseline,react,micro,m03,3,0.5,1,1.0,0,,0,,38,0,,0.967741935483871,bml__tinyllama__m0_baseline
tinyllama,local,m1_thin,thin,micro,m01,1,1.0,1,1.0,1,,1,,352,1,,,bml__tinyllama__m1_thin
tinyllama,local,m1_thin,thin,micro,m01,2,0.0,0,0.0,0,,0,,850,1,,,bml__tinyllama__m1_thin
tinyllama,local,m1_thin,thin,micro,m01,3,0.0,0,0.0,0,,0,,1632,1,,,bml__tinyllama__m1_thin
tinyllama,local,m1_thin,thin,micro,m02,1,0.0,0,0.0,0,,0,,18,0,,,bml__tinyllama__m1_thin
tinyllama,local,m1_thin,thin,micro,m02,2,0.0,0,0.0,0,,0,,274,1,,,bml__tinyllama__m1_thin
tinyllama,local,m1_thin,thin,micro,m02,3,0.0,0,0.0,0,,0,,35,0,,,bml__tinyllama__m1_thin
tinyllama,local,m1_thin,thin,micro,m03,1,0.0,0,0.0,0,,0,,304,1,,,bml__tinyllama__m1_thin
tinyllama,local,m1_thin,thin,micro,m03,2,0.0,0,0.0,0,,0,,95,0,,,bml__tinyllama__m1_thin
tinyllama,local,m1_thin,thin,micro,m03,3,0.0,0,0.0,0,,0,,349,1,,,bml__tinyllama__m1_thin
